city;city_ascii;lat;lng;country;iso2;iso3;admin_name;capital;population;id
Willoughby Hills;Willoughby Hills;41.5873;-81.4332;United States;US;USA;Ohio;;9482;1840000548
South Ogden;South Ogden;41.1715;-111.9568;United States;US;USA;Utah;;17094;1840021342
Harrisville;Harrisville;41.2854;-111.9860;United States;US;USA;Utah;;6376;1840020129
North Salt Lake;North Salt Lake;40.8439;-111.9188;United States;US;USA;Utah;;20301;1840020144
Spanish Fork;Spanish Fork;40.1100;-111.6407;United States;US;USA;Utah;;38861;1840021398
Orem;Orem;40.2988;-111.6990;United States;US;USA;Utah;;97499;1840020171
West Valley City;West Valley City;40.6889;-112.0115;United States;US;USA;Utah;;136574;1840021389
Enoch;Enoch;37.7665;-113.0431;United States;US;USA;Utah;;6568;1840020273
Cedar Hills;Cedar Hills;40.4135;-111.7530;United States;US;USA;Utah;;10374;1840018754
Hooper;Hooper;41.1598;-112.2870;United States;US;USA;Utah;;8466;1840020130
Bluffdale;Bluffdale;40.4743;-111.9383;United States;US;USA;Utah;;11809;1840018745
Bountiful;Bountiful;40.8722;-111.8647;United States;US;USA;Utah;;44078;1840018737
Saratoga Springs;Saratoga Springs;40.3421;-111.9134;United States;US;USA;Utah;;26887;1840021397
Providence;Providence;41.7030;-111.8122;United States;US;USA;Utah;;7270;1840020115
Hyrum;Hyrum;41.6317;-111.8439;United States;US;USA;Utah;;8027;1840018699
West Bountiful;West Bountiful;40.8983;-111.9080;United States;US;USA;Utah;;5574;1840021353
Centerville;Centerville;40.9284;-111.8848;United States;US;USA;Utah;;17286;1840018734
Hurricane;Hurricane;37.1497;-113.3526;United States;US;USA;Utah;;19202.0;1840018936
West Jordan;West Jordan;40.6024;-112.0008;United States;US;USA;Utah;;113699;1840021388
North Ogden;North Ogden;41.3124;-111.9586;United States;US;USA;Utah;;18791;1840020134
Ivins;Ivins;37.1742;-113.6809;United States;US;USA;Utah;;8132;1840018937
Tooele;Tooele;40.5394;-112.3082;United States;US;USA;Utah;;33178.0;1840021356
Holladay;Holladay;40.6599;-111.8226;United States;US;USA;Utah;;30831;1840020156
Riverton;Riverton;40.5176;-111.9635;United States;US;USA;Utah;;42838;1840020157
Vernal;Vernal;40.4517;-109.5379;United States;US;USA;Utah;;20356.0;1840021391
Logan;Logan;41.7403;-111.8418;United States;US;USA;Utah;;99909.0;1840020108
Midvale;Midvale;40.6148;-111.8928;United States;US;USA;Utah;;33035;1840020158
Smithfield;Smithfield;41.8345;-111.8268;United States;US;USA;Utah;;11146;1840021321
American Fork;American Fork;40.3815;-111.7935;United States;US;USA;Utah;;28770;1840018756
Grantsville;Grantsville;40.6148;-112.4777;United States;US;USA;Utah;;7848.0;1840020146
Salt Lake City;Salt Lake City;40.7774;-111.9301;United States;US;USA;Utah;admin;1061156.0;1840021383
Alpine;Alpine;40.4621;-111.7728;United States;US;USA;Utah;;10361;1840018755
Clinton;Clinton;41.1395;-112.0656;United States;US;USA;Utah;;21672;1840018736
Layton;Layton;41.0773;-111.9618;United States;US;USA;Utah;;75655;1840020145
Springville;Springville;40.1638;-111.6206;United States;US;USA;Utah;;33044;1840021399
Roosevelt;Roosevelt;40.2932;-110.0037;United States;US;USA;Utah;;6754.0;1840020162
Sunset;Sunset;41.1392;-112.0285;United States;US;USA;Utah;;5234;1840021351
West Haven;West Haven;41.2082;-112.0538;United States;US;USA;Utah;;12329;1840021344
Farmington;Farmington;40.9846;-111.9065;United States;US;USA;Utah;;23140;1840020142
Ephraim;Ephraim;39.3577;-111.5819;United States;US;USA;Utah;;6664.0;1840020202
Price;Price;39.6040;-110.8004;United States;US;USA;Utah;;13627.0;1840020201
Ogden;Ogden;41.2281;-111.9677;United States;US;USA;Utah;;571457.0;1840020135
Saint George;Saint George;37.0769;-113.5771;United States;US;USA;Utah;;111090.0;1840021559
Clearfield;Clearfield;41.1030;-112.0237;United States;US;USA;Utah;;30855;1840018735
Highland;Highland;40.4274;-111.7956;United States;US;USA;Utah;;18647;1840020167
Washington Terrace;Washington Terrace;41.1683;-111.9783;United States;US;USA;Utah;;9198;1840021343
Kaysville;Kaysville;41.0290;-111.9455;United States;US;USA;Utah;;31243;1840018738
Eagle Mountain;Eagle Mountain;40.3137;-112.0114;United States;US;USA;Utah;;29202;1840018757
Cottonwood Heights;Cottonwood Heights;40.6137;-111.8144;United States;US;USA;Utah;;34285;1840018746
Washington;Washington;37.1325;-113.4894;United States;US;USA;Utah;;25339;1840021561
Moab;Moab;38.5700;-109.5476;United States;US;USA;Utah;;7149.0;1840020227
Nibley;Nibley;41.6726;-111.8455;United States;US;USA;Utah;;6747;1840020113
Taylorsville;Taylorsville;40.6570;-111.9493;United States;US;USA;Utah;;60436;1840021387
Lehi;Lehi;40.4140;-111.8729;United States;US;USA;Utah;;61130;1840020168
Cedar City;Cedar City;37.6834;-113.0957;United States;US;USA;Utah;;35921.0;1840018895
Brigham City;Brigham City;41.5034;-112.0454;United States;US;USA;Utah;;18975;1840018702
Pleasant View;Pleasant View;41.3249;-112.0010;United States;US;USA;Utah;;9716;1840020137
Santa Clara;Santa Clara;37.1312;-113.6561;United States;US;USA;Utah;;7065;1840021560
Santaquin;Santaquin;39.9713;-111.7936;United States;US;USA;Utah;;12041.0;1840021396
Salem;Salem;40.0540;-111.6722;United States;US;USA;Utah;;7831;1840021395
Park City;Park City;40.6459;-111.5038;United States;US;USA;Utah;;14660.0;1840020140
Mapleton;Mapleton;40.1191;-111.5730;United States;US;USA;Utah;;9512;1840020170
Provo;Provo;40.2458;-111.6457;United States;US;USA;Utah;;501690.0;1840020174
Nephi;Nephi;39.7072;-111.8322;United States;US;USA;Utah;;5634.0;1840020188
North Logan;North Logan;41.7759;-111.8066;United States;US;USA;Utah;;10590;1840020114
South Salt Lake;South Salt Lake;40.7056;-111.8987;United States;US;USA;Utah;;24630;1840021386
Plain City;Plain City;41.3069;-112.0878;United States;US;USA;Utah;;6493;1840020136
Draper;Draper;40.4956;-111.8607;United States;US;USA;Utah;;47328;1840018747
Syracuse;Syracuse;41.0871;-112.0698;United States;US;USA;Utah;;28407;1840021352
Tremonton;Tremonton;41.7188;-112.1890;United States;US;USA;Utah;;10896.0;1840021326
West Point;West Point;41.1221;-112.0995;United States;US;USA;Utah;;10548;1840021354
Roy;Roy;41.1716;-112.0479;United States;US;USA;Utah;;38201;1840020132
Farr West;Farr West;41.3015;-112.0318;United States;US;USA;Utah;;6755;1840020128
Fruit Heights;Fruit Heights;41.0277;-111.9081;United States;US;USA;Utah;;6161;1840020143
Richfield;Richfield;38.7628;-112.0927;United States;US;USA;Utah;;7507.0;1840020239
Pleasant Grove;Pleasant Grove;40.3714;-111.7411;United States;US;USA;Utah;;38756;1840020173
Woods Cross;Woods Cross;40.8731;-111.9170;United States;US;USA;Utah;;11351;1840021355
Lindon;Lindon;40.3414;-111.7188;United States;US;USA;Utah;;10939;1840020169
Herriman;Herriman;40.4890;-112.0153;United States;US;USA;Utah;;35385;1840020155
Murray;Murray;40.6498;-111.8875;United States;US;USA;Utah;;49230;1840020159
South Jordan;South Jordan;40.5571;-111.9783;United States;US;USA;Utah;;69034;1840021385
Payson;Payson;40.0352;-111.7409;United States;US;USA;Utah;;19810;1840020172
Riverdale;Riverdale;41.1734;-112.0024;United States;US;USA;Utah;;8710;1840020131
South Weber;South Weber;41.1334;-111.9393;United States;US;USA;Utah;;7196;1840021350
Bolivar;Bolivar;37.6057;-93.4174;United States;US;USA;Missouri;;10133.0;1840007578
Pleasant Hill;Pleasant Hill;38.8061;-94.2654;United States;US;USA;Missouri;;8376.0;1840009786
Columbia;Columbia;38.9475;-92.3263;United States;US;USA;Missouri;;138675.0;1840007391
Parkville;Parkville;39.2004;-94.7222;United States;US;USA;Missouri;;6514;1840009590
Chesterfield;Chesterfield;38.6588;-90.5805;United States;US;USA;Missouri;;47659;1840007446
Hannibal;Hannibal;39.7097;-91.3936;United States;US;USA;Missouri;;18361.0;1840007306
Republic;Republic;37.1450;-93.4448;United States;US;USA;Missouri;;16116;1840009906
Branson;Branson;36.6504;-93.2636;United States;US;USA;Missouri;;24603.0;1840007659
Lebanon;Lebanon;37.6718;-92.6603;United States;US;USA;Missouri;;14274.0;1840008711
Forsyth;Forsyth;36.6922;-93.1101;United States;US;USA;Missouri;;7315.0;1840008806
Wentzville;Wentzville;38.8165;-90.8671;United States;US;USA;Missouri;;37395;1840010717
Ferguson;Ferguson;38.7490;-90.2949;United States;US;USA;Missouri;;20846;1840008584
Town and Country;Town and Country;38.6317;-90.4791;United States;US;USA;Missouri;;11113;1840010738
Grandview;Grandview;38.8802;-94.5227;United States;US;USA;Missouri;;25190;1840008532
Scott City;Scott City;37.2242;-89.5360;United States;US;USA;Missouri;;5132.0;1840009923
Dexter;Dexter;36.7930;-89.9632;United States;US;USA;Missouri;;9125.0;1840007643
Glendale;Glendale;38.5935;-90.3826;United States;US;USA;Missouri;;5894;1840008588
Jennings;Jennings;38.7230;-90.2643;United States;US;USA;Missouri;;14755;1840008596
Richmond;Richmond;39.2758;-93.9734;United States;US;USA;Missouri;;5103.0;1840009600
Saint Peters;Saint Peters;38.7825;-90.6061;United States;US;USA;Missouri;;57289;1840009721
Nixa;Nixa;37.0456;-93.2962;United States;US;USA;Missouri;;21201;1840008789
Union;Union;38.4401;-90.9928;United States;US;USA;Missouri;;9567.0;1840010769
Bowling Green;Bowling Green;39.3447;-91.2031;United States;US;USA;Missouri;;5533.0;1840007344
Pacific;Pacific;38.4807;-90.7536;United States;US;USA;Missouri;;10633.0;1840009644
Raymore;Raymore;38.8029;-94.4583;United States;US;USA;Missouri;;20839;1840009787
Nevada;Nevada;37.8445;-94.3492;United States;US;USA;Missouri;;8660.0;1840008690
Sunset Hills;Sunset Hills;38.5310;-90.4088;United States;US;USA;Missouri;;8497;1840009742
Clayton;Clayton;38.6443;-90.3301;United States;US;USA;Missouri;;16623;1840007439
Eureka;Eureka;38.5013;-90.6492;United States;US;USA;Missouri;;11641.0;1840008582
Joplin;Joplin;37.0766;-94.5016;United States;US;USA;Missouri;;86144.0;1840008771
Saint Louis;Saint Louis;38.6358;-90.2451;United States;US;USA;Missouri;;2096990.0;1840001651
Lake Saint Louis;Lake Saint Louis;38.7850;-90.7872;United States;US;USA;Missouri;;15777;1840008572
Grain Valley;Grain Valley;39.0166;-94.2086;United States;US;USA;Missouri;;13684;1840008531
Manchester;Manchester;38.5831;-90.5064;United States;US;USA;Missouri;;18146;1840009739
Richmond Heights;Richmond Heights;38.6309;-90.3332;United States;US;USA;Missouri;;8389;1840009769
Wildwood;Wildwood;38.5798;-90.6697;United States;US;USA;Missouri;;35756;1840010746
Kearney;Kearney;39.3548;-94.3589;United States;US;USA;Missouri;;8607.0;1840008501
Valley Park;Valley Park;38.5513;-90.4923;United States;US;USA;Missouri;;6911;1840010740
Savannah;Savannah;39.9390;-94.8279;United States;US;USA;Missouri;;5209.0;1840009477
Sikeston;Sikeston;36.8875;-89.5870;United States;US;USA;Missouri;;16545.0;1840009921
Willard;Willard;37.2944;-93.4167;United States;US;USA;Missouri;;5680.0;1840010870
Liberty;Liberty;39.2393;-94.4191;United States;US;USA;Missouri;;30614;1840008502
Monett;Monett;36.9219;-93.9263;United States;US;USA;Missouri;;8617.0;1840008797
Ladue;Ladue;38.6378;-90.3815;United States;US;USA;Missouri;;8583;1840008599
Florissant;Florissant;38.7996;-90.3269;United States;US;USA;Missouri;;51776;1840008586
Clinton;Clinton;38.3716;-93.7679;United States;US;USA;Missouri;;8581.0;1840007492
Saint Robert;Saint Robert;37.8235;-92.1514;United States;US;USA;Missouri;;5753;1840009866
Bonne Terre;Bonne Terre;37.9209;-90.5425;United States;US;USA;Missouri;;7147;1840007551
Bellefontaine Neighbors;Bellefontaine Neighbors;38.7529;-90.2278;United States;US;USA;Missouri;;10702;1840007449
De Soto;De Soto;38.1410;-90.5609;United States;US;USA;Missouri;;7290.0;1840007509
Charleston;Charleston;36.9179;-89.3344;United States;US;USA;Missouri;;5674.0;1840007648
Battlefield;Battlefield;37.1190;-93.3683;United States;US;USA;Missouri;;6050;1840007616
Mexico;Mexico;39.1626;-91.8711;United States;US;USA;Missouri;;11491.0;1840008515
Excelsior Springs;Excelsior Springs;39.3395;-94.2377;United States;US;USA;Missouri;;11374.0;1840008495
Olivette;Olivette;38.6725;-90.3784;United States;US;USA;Missouri;;7844;1840009743
Odessa;Odessa;38.9988;-93.9666;United States;US;USA;Missouri;;5096.0;1840008526
Marshfield;Marshfield;37.3414;-92.9116;United States;US;USA;Missouri;;7318.0;1840008742
Belton;Belton;38.8191;-94.5334;United States;US;USA;Missouri;;23290;1840007463
Poplar Bluff;Poplar Bluff;36.7632;-90.4136;United States;US;USA;Missouri;;20714.0;1840009935
Cape Girardeau;Cape Girardeau;37.3107;-89.5595;United States;US;USA;Missouri;;55253.0;1840007598
Springfield;Springfield;37.1943;-93.2916;United States;US;USA;Missouri;;287124.0;1840009904
Boonville;Boonville;38.9598;-92.7524;United States;US;USA;Missouri;;9388.0;1840007420
Sedalia;Sedalia;38.7043;-93.2349;United States;US;USA;Missouri;;26302.0;1840009724
Trenton;Trenton;40.0819;-93.6030;United States;US;USA;Missouri;;5532.0;1840010490
Independence;Independence;39.0871;-94.3503;United States;US;USA;Missouri;;117030;1840008534
Caruthersville;Caruthersville;36.1814;-89.6664;United States;US;USA;Missouri;;5442.0;1840007669
Creve Coeur;Creve Coeur;38.6621;-90.4430;United States;US;USA;Missouri;;18612;1840007443
Warrensburg;Warrensburg;38.7617;-93.7284;United States;US;USA;Missouri;;22227.0;1840010721
Gladstone;Gladstone;39.2134;-94.5593;United States;US;USA;Missouri;;27114;1840008496
Oak Grove;Oak Grove;39.0074;-94.1278;United States;US;USA;Missouri;;7994;1840008533
Farmington;Farmington;37.7820;-90.4287;United States;US;USA;Missouri;;44494.0;1840008686
Sullivan;Sullivan;38.2127;-91.1636;United States;US;USA;Missouri;;9171.0;1840009643
Washington;Washington;38.5517;-91.0150;United States;US;USA;Missouri;;14397.0;1840010770
Warrenton;Warrenton;38.8186;-91.1358;United States;US;USA;Missouri;;9366.0;1840010714
Pevely;Pevely;38.2871;-90.3995;United States;US;USA;Missouri;;5712;1840009810
Jackson;Jackson;37.3794;-89.6525;United States;US;USA;Missouri;;15036;1840008735
Dardenne Prairie;Dardenne Prairie;38.7549;-90.7308;United States;US;USA;Missouri;;13329;1840007428
Perryville;Perryville;37.7255;-89.8760;United States;US;USA;Missouri;;8655.0;1840009871
Saint Clair;Saint Clair;38.3496;-90.9868;United States;US;USA;Missouri;;5962.0;1840009645
Aurora;Aurora;36.9680;-93.7199;United States;US;USA;Missouri;;8364.0;1840007636
Des Peres;Des Peres;38.5973;-90.4481;United States;US;USA;Missouri;;8540;1840007456
Rolla;Rolla;37.9457;-91.7609;United States;US;USA;Missouri;;20692.0;1840009849
Ellisville;Ellisville;38.5895;-90.5883;United States;US;USA;Missouri;;9224;1840008581
Webster Groves;Webster Groves;38.5866;-90.3544;United States;US;USA;Missouri;;22970;1840010744
Weldon Spring;Weldon Spring;38.7117;-90.6517;United States;US;USA;Missouri;;5593;1840010716
Festus;Festus;38.2198;-90.4095;United States;US;USA;Missouri;;12104;1840008652
Fulton;Fulton;38.8550;-91.9512;United States;US;USA;Missouri;;12495.0;1840008560
Moberly;Moberly;39.4185;-92.4364;United States;US;USA;Missouri;;13821.0;1840008463
Harrisonville;Harrisonville;38.6530;-94.3467;United States;US;USA;Missouri;;9378.0;1840007464
Marshall;Marshall;39.1145;-93.2010;United States;US;USA;Missouri;;12501.0;1840008509
Saint Joseph;Saint Joseph;39.7598;-94.8210;United States;US;USA;Missouri;;80849.0;1840009549
Maplewood;Maplewood;38.6121;-90.3241;United States;US;USA;Missouri;;7868;1840009740
Hazelwood;Hazelwood;38.7932;-90.3901;United States;US;USA;Missouri;;25443;1840007453
Saint Ann;Saint Ann;38.7266;-90.3871;United States;US;USA;Missouri;;12812;1840009771
Kennett;Kennett;36.2403;-90.0481;United States;US;USA;Missouri;;10863.0;1840008809
Park Hills;Park Hills;37.8211;-90.5050;United States;US;USA;Missouri;;8655;1840009857
Kansas City;Kansas City;39.1239;-94.5541;United States;US;USA;Missouri;;1590762.0;1840008535
Blue Springs;Blue Springs;39.0124;-94.2722;United States;US;USA;Missouri;;54431;1840007396
Webb City;Webb City;37.1413;-94.4675;United States;US;USA;Missouri;;11226;1840010878
Lees Summit;Lees Summit;38.9172;-94.3816;United States;US;USA;Missouri;;89467.0;1840032155
Ballwin;Ballwin;38.5949;-90.5501;United States;US;USA;Missouri;;30313;1840007447
Kirkwood;Kirkwood;38.5789;-90.4203;United States;US;USA;Missouri;;27609;1840008598
Berkeley;Berkeley;38.7441;-90.3362;United States;US;USA;Missouri;;8981;1840007450
Greenwood;Greenwood;38.8507;-94.3377;United States;US;USA;Missouri;;5658;1840007397
Waynesville;Waynesville;37.8207;-92.2200;United States;US;USA;Missouri;;5314;1840010846
Shrewsbury;Shrewsbury;38.5865;-90.3281;United States;US;USA;Missouri;;6149;1840009741
Crestwood;Crestwood;38.5569;-90.3783;United States;US;USA;Missouri;;11905;1840007442
Raytown;Raytown;38.9944;-94.4641;United States;US;USA;Missouri;;29261;1840009681
Bridgeton;Bridgeton;38.7672;-90.4277;United States;US;USA;Missouri;;11680;1840006129
Chillicothe;Chillicothe;39.7947;-93.5498;United States;US;USA;Missouri;;9833.0;1840007302
Brentwood;Brentwood;38.6194;-90.3476;United States;US;USA;Missouri;;8000;1840006128
Carl Junction;Carl Junction;37.1669;-94.5468;United States;US;USA;Missouri;;7772;1840007627
Troy;Troy;38.9710;-90.9717;United States;US;USA;Missouri;;14889.0;1840010689
Neosho;Neosho;36.8440;-94.3756;United States;US;USA;Missouri;;12305.0;1840008793
University City;University City;38.6657;-90.3315;United States;US;USA;Missouri;;34706;1840010739
Overland;Overland;38.6967;-90.3689;United States;US;USA;Missouri;;15802;1840009744
Smithville;Smithville;39.3918;-94.5750;United States;US;USA;Missouri;;9455;1840009605
Black Jack;Black Jack;38.7994;-90.2639;United States;US;USA;Missouri;;6940;1840007452
Carthage;Carthage;37.1503;-94.3225;United States;US;USA;Missouri;;15421.0;1840007629
Ozark;Ozark;37.0362;-93.2155;United States;US;USA;Missouri;;19429;1840009926
Maryville;Maryville;40.3438;-94.8706;United States;US;USA;Missouri;;13081.0;1840008349
Jefferson City;Jefferson City;38.5677;-92.1757;United States;US;USA;Missouri;admin;58439.0;1840008615
Dellwood;Dellwood;38.7563;-90.2767;United States;US;USA;Missouri;;5001;1840007455
Maryland Heights;Maryland Heights;38.7188;-90.4749;United States;US;USA;Missouri;;27137;1840008591
Saint Charles;Saint Charles;38.7957;-90.5155;United States;US;USA;Missouri;;69293;1840009719
Platte City;Platte City;39.3584;-94.7676;United States;US;USA;Missouri;;9304.0;1840009591
Arnold;Arnold;38.4294;-90.3725;United States;US;USA;Missouri;;21319;1840007506
West Plains;West Plains;36.7379;-91.8680;United States;US;USA;Missouri;;11555.0;1840010887
Kirksville;Kirksville;40.1986;-92.5753;United States;US;USA;Missouri;;15927.0;1840008372
Cameron;Cameron;39.7469;-94.2364;United States;US;USA;Missouri;;9638.0;1840007321
O'Fallon;O'Fallon;38.7853;-90.7178;United States;US;USA;Missouri;;86274;1840008571
Cottleville;Cottleville;38.7512;-90.6585;United States;US;USA;Missouri;;5151;1840007427
Savage;Savage;44.7545;-93.3632;United States;US;USA;Minnesota;;30807;1840008957
East Bethel;East Bethel;45.3556;-93.2035;United States;US;USA;Minnesota;;11713;1840007797
Maple Grove;Maple Grove;45.1088;-93.4626;United States;US;USA;Minnesota;;69576;1840008923
Lake City;Lake City;44.4453;-92.2794;United States;US;USA;Minnesota;;5082.0;1840000321
Minnetonka;Minnetonka;44.9324;-93.4601;United States;US;USA;Minnesota;;52369;1840007831
International Falls;International Falls;48.5884;-93.4084;United States;US;USA;Minnesota;;6664.0;1840007684
Brooklyn Center;Brooklyn Center;45.0681;-93.3162;United States;US;USA;Minnesota;;30870;1840004022
Fridley;Fridley;45.0842;-93.2596;United States;US;USA;Minnesota;;27476;1840007798
Hopkins;Hopkins;44.9259;-93.4058;United States;US;USA;Minnesota;;18105;1840006749
Red Wing;Red Wing;44.5818;-92.6041;United States;US;USA;Minnesota;;14424.0;1840008959
West Saint Paul;West Saint Paul;44.9019;-93.0857;United States;US;USA;Minnesota;;19746;1840010012
White Bear Lake;White Bear Lake;45.0654;-93.0149;United States;US;USA;Minnesota;;25634;1840010005
Hermantown;Hermantown;46.8058;-92.2407;United States;US;USA;Minnesota;;9451;1840006593
Little Canada;Little Canada;45.0244;-93.0863;United States;US;USA;Minnesota;;10344;1840008936
Shorewood;Shorewood;44.9161;-93.5743;United States;US;USA;Minnesota;;7642;1840008925
Buffalo;Buffalo;45.1786;-93.8663;United States;US;USA;Minnesota;;16643.0;1840006703
Glencoe;Glencoe;44.7702;-94.1494;United States;US;USA;Minnesota;;5408.0;1840007845
Mound;Mound;44.9325;-93.6598;United States;US;USA;Minnesota;;9394;1840007828
Prior Lake;Prior Lake;44.7250;-93.4410;United States;US;USA;Minnesota;;25863;1840008956
Edina;Edina;44.8913;-93.3602;United States;US;USA;Minnesota;;51350;1840007822
Brainerd;Brainerd;46.3551;-94.1981;United States;US;USA;Minnesota;;19459.0;1840006644
Byron;Byron;44.0379;-92.6418;United States;US;USA;Minnesota;;5337.0;1840006809
Owatonna;Owatonna;44.0915;-93.2308;United States;US;USA;Minnesota;;25567.0;1840008983
Roseville;Roseville;45.0155;-93.1544;United States;US;USA;Minnesota;;35691;1840008939
Mahtomedi;Mahtomedi;45.0616;-92.9662;United States;US;USA;Minnesota;;8211;1840008913
Saint Cloud;Saint Cloud;45.5339;-94.1718;United States;US;USA;Minnesota;;113649.0;1840008881
Jordan;Jordan;44.6650;-93.6350;United States;US;USA;Minnesota;;5848.0;1840007864
Montevideo;Montevideo;44.9508;-95.7157;United States;US;USA;Minnesota;;5163.0;1840007837
Mounds View;Mounds View;45.1071;-93.2077;United States;US;USA;Minnesota;;12952;1840007840
Anoka;Anoka;45.2100;-93.3894;United States;US;USA;Minnesota;;17400;1840006717
Crookston;Crookston;47.7747;-96.6062;United States;US;USA;Minnesota;;7875.0;1840006604
Fairmont;Fairmont;43.6441;-94.4618;United States;US;USA;Minnesota;;9083.0;1840007950
Hibbing;Hibbing;47.3981;-92.9487;United States;US;USA;Minnesota;;11426.0;1840006594
Northfield;Northfield;44.4553;-93.1697;United States;US;USA;Minnesota;;22005.0;1840007891
Wyoming;Wyoming;45.3365;-92.9765;United States;US;USA;Minnesota;;7856;1840009992
Chanhassen;Chanhassen;44.8544;-93.5621;United States;US;USA;Minnesota;;25469;1840006759
Oak Grove;Oak Grove;45.3407;-93.3264;United States;US;USA;Minnesota;;8545;1840007799
Monticello;Monticello;45.2977;-93.7979;United States;US;USA;Minnesota;;26875.0;1840007795
North Oaks;North Oaks;45.1002;-93.0882;United States;US;USA;Minnesota;;5099;1840007842
Rogers;Rogers;45.1865;-93.5781;United States;US;USA;Minnesota;;12748;1840008932
Belle Plaine;Belle Plaine;44.6190;-93.7641;United States;US;USA;Minnesota;;6497.0;1840006775
Waseca;Waseca;44.0826;-93.5026;United States;US;USA;Minnesota;;9196.0;1840010030
Isanti;Isanti;45.4928;-93.2406;United States;US;USA;Minnesota;;5594;1840007789
Forest Lake;Forest Lake;45.2536;-92.9583;United States;US;USA;Minnesota;;23270.0;1840007808
Lake Elmo;Lake Elmo;44.9944;-92.9032;United States;US;USA;Minnesota;;8815;1840007814
New Ulm;New Ulm;44.3120;-94.4678;United States;US;USA;Minnesota;;13188.0;1840007894
Cambridge;Cambridge;45.5615;-93.2280;United States;US;USA;Minnesota;;15265.0;1840006692
Morris;Morris;45.5861;-95.9046;United States;US;USA;Minnesota;;5132.0;1840007786
Waite Park;Waite Park;45.5323;-94.2440;United States;US;USA;Minnesota;;7428;1840009989
Medina;Medina;45.0327;-93.5832;United States;US;USA;Minnesota;;6240;1840007827
Rochester;Rochester;44.0152;-92.4776;United States;US;USA;Minnesota;;114976.0;1840008987
Elk River;Elk River;45.3313;-93.5670;United States;US;USA;Minnesota;;24364;1840007794
Oakdale;Oakdale;44.9875;-92.9641;United States;US;USA;Minnesota;;28073;1840007813
Litchfield;Litchfield;45.1222;-94.5254;United States;US;USA;Minnesota;;6547.0;1840008912
Little Falls;Little Falls;45.9831;-94.3602;United States;US;USA;Minnesota;;9398.0;1840008861
Hastings;Hastings;44.7318;-92.8537;United States;US;USA;Minnesota;;22761.0;1840006770
Detroit Lakes;Detroit Lakes;46.8057;-95.8436;United States;US;USA;Minnesota;;8528.0;1840006632
Rosemount;Rosemount;44.7466;-93.0662;United States;US;USA;Minnesota;;23911;1840008951
Columbia Heights;Columbia Heights;45.0484;-93.2473;United States;US;USA;Minnesota;;19723;1840006712
Big Lake;Big Lake;45.3418;-93.7435;United States;US;USA;Minnesota;;10638;1840006701
Lino Lakes;Lino Lakes;45.1679;-93.0830;United States;US;USA;Minnesota;;21018;1840008902
Farmington;Farmington;44.6573;-93.1689;United States;US;USA;Minnesota;;22656;1840007853
Winona;Winona;44.0510;-91.6691;United States;US;USA;Minnesota;;30208.0;1840010034
Albert Lea;Albert Lea;43.6548;-93.3643;United States;US;USA;Minnesota;;17522.0;1840006824
Mankato;Mankato;44.1720;-93.9782;United States;US;USA;Minnesota;;61115.0;1840008975
Virginia;Virginia;47.5172;-92.5121;United States;US;USA;Minnesota;;12603.0;1840009954
Grand Rapids;Grand Rapids;47.2379;-93.5326;United States;US;USA;Minnesota;;9576.0;1840007714
Fergus Falls;Fergus Falls;46.2850;-96.0763;United States;US;USA;Minnesota;;12338.0;1840007747
Coon Rapids;Coon Rapids;45.1756;-93.3095;United States;US;USA;Minnesota;;62359;1840006714
Robbinsdale;Robbinsdale;45.0261;-93.3331;United States;US;USA;Minnesota;;14461;1840008931
Worthington;Worthington;43.6279;-95.5984;United States;US;USA;Minnesota;;12984.0;1840010036
Burnsville;Burnsville;44.7648;-93.2794;United States;US;USA;Minnesota;;61290;1840006766
Arden Hills;Arden Hills;45.0722;-93.1671;United States;US;USA;Minnesota;;10324;1840006752
Spring Lake Park;Spring Lake Park;45.1161;-93.2452;United States;US;USA;Minnesota;;6472;1840008903
Vadnais Heights;Vadnais Heights;45.0570;-93.0747;United States;US;USA;Minnesota;;13321;1840010004
Golden Valley;Golden Valley;44.9900;-93.3591;United States;US;USA;Minnesota;;21376;1840007824
Shoreview;Shoreview;45.0842;-93.1358;United States;US;USA;Minnesota;;26548;1840008938
Crystal;Crystal;45.0377;-93.3598;United States;US;USA;Minnesota;;23028;1840006745
New Prague;New Prague;44.5459;-93.5758;United States;US;USA;Minnesota;;8186.0;1840007882
Apple Valley;Apple Valley;44.7456;-93.2006;United States;US;USA;Minnesota;;51957;1840006768
Andover;Andover;45.2571;-93.3264;United States;US;USA;Minnesota;;32461;1840006716
Stillwater;Stillwater;45.0567;-92.8283;United States;US;USA;Minnesota;;19292;1840008914
Eagan;Eagan;44.8168;-93.1638;United States;US;USA;Minnesota;;66428;1840007852
Thief River Falls;Thief River Falls;48.1111;-96.1774;United States;US;USA;Minnesota;;9114.0;1840008825
Willmar;Willmar;45.1224;-95.0559;United States;US;USA;Minnesota;;20189.0;1840009995
North Mankato;North Mankato;44.1810;-94.0377;United States;US;USA;Minnesota;;13619;1840007896
Minneapolis;Minneapolis;44.9635;-93.2679;United States;US;USA;Minnesota;;2866604.0;1840007830
Cottage Grove;Cottage Grove;44.8161;-92.9274;United States;US;USA;Minnesota;;36029;1840006735
Maplewood;Maplewood;44.9840;-93.0247;United States;US;USA;Minnesota;;40150;1840008937
